#iteration,Porcupine Basin,Rockall Plateau area A,Rockall Plateau area B,Rockall Plateau area C,Rockall Plateau area D,Northeast Greenland basin,Voring / More basin,Faroe-Shetland basin,Total
412,240.9632815,215.0733733,320.8165697,2590.09285,138.1666991,802.4767837,1881.014109,937.6801073,7126.283774
413,243.8507298,280.32184,682.8175284,1746.155236,163.9488101,970.8215212,3460.897418,1627.745223,9176.558307
414,200.8088341,218.9116935,422.8485275,2871.944442,234.2285625,508.6014721,1409.961628,738.3000322,6605.605192
415,259.6095942,217.9586168,472.6074658,2367.781642,92.73842238,713.3175767,3094.252342,1228.847192,8447.112852
416,283.1344712,272.9417345,377.2875988,2401.460751,75.5554274,461.0304683,1545.534327,598.949761,6015.894539
417,206.884853,229.4132283,463.494234,1944.813776,106.4700192,527.5365296,1094.957752,604.9554456,5178.525838
418,192.222897,698.3927992,529.3494342,2988.335494,77.59514789,679.6457059,1455.119021,674.5232403,7295.183739
419,387.3202555,505.9686744,384.3909694,2140.516095,73.84626622,890.3022531,1682.144616,843.1030976,6907.592227
420,174.1197259,270.7216123,582.6552702,2091.732506,84.7997572,735.3682322,3287.339765,989.2202144,8215.957083
421,220.8390695,199.442575,581.2623814,1945.098834,141.6359555,827.0860433,3445.111675,859.0821406,8219.558674
422,183.7175078,211.0538087,453.4647821,1380.936653,146.2965078,491.9541229,2844.676227,721.0711007,6433.17071
423,250.7526418,292.238514,386.3419195,10101.15411,78.0221821,651.9021007,2829.046066,889.437617,15478.89515
424,315.9063836,238.664585,361.2831531,2486.850347,97.32705156,666.7434137,1651.47297,636.5375835,6454.785487
425,222.9675694,325.2252735,442.1516597,2742.768858,102.9086627,1016.362859,2561.017773,661.0401706,8074.442826
426,323.6756552,433.9720838,359.6370561,1821.871677,147.3459507,426.760372,2431.538159,661.3318219,6606.132776
427,237.9713316,256.3360699,559.7201371,1856.189578,120.6679013,771.3562492,3703.924064,1108.107733,8614.273064
428,168.8339631,219.7718473,364.2810349,2014.743549,69.28770293,1422.613088,2058.532781,849.8090263,7167.872993
429,212.512634,210.2667008,696.8460783,2765.275295,114.2537236,1171.80059,2552.332936,778.9054405,8502.193398
430,223.4327249,349.383762,334.3913472,2242.048767,114.9483148,960.1748131,2599.728882,846.4044648,7670.513076
431,335.1005032,215.1539653,365.5228341,3490.799228,102.9524303,581.525768,2626.474063,996.6737399,8714.202532
432,301.5173194,294.4790921,396.062124,1873.93033,61.41732511,1024.797225,1604.008771,538.2870087,6094.499195
433,269.9892072,202.2695403,422.3048961,4341.109974,128.0545494,469.2471485,1120.898767,701.9933271,7655.86741
434,222.2178579,227.9730071,471.878757,3784.71446,132.2370004,1072.069624,2170.473704,764.2199678,8845.784378
435,185.0181079,360.3129883,414.9294849,1760.155922,164.9527628,983.3608917,5078.950828,1367.570626,10315.25161
436,216.1205598,252.0315842,495.0525216,3598.140467,169.5853142,853.0422064,3248.109093,826.1253307,9658.207077
437,263.89743,230.8934401,448.8588201,3092.499918,131.2156718,539.6685818,5414.863423,1542.913337,11664.81062
438,529.4606448,304.5338312,442.7506741,1969.249225,80.39088899,979.0949155,3542.590379,1212.345569,9060.416128
439,197.4175592,258.9548878,377.2980686,1659.403989,136.0387621,602.8061845,2557.349409,1111.424509,6900.693369
440,144.0764059,216.4202795,405.8857909,2667.795918,136.2301501,998.5542711,1446.300612,1175.478099,7190.741527
441,317.7684882,200.6550712,509.0775768,2354.472046,115.4378227,882.1099932,2746.268503,866.9386723,7992.728173
442,217.7696859,366.1903855,501.9336075,2445.472247,165.1087682,1092.18151,2172.730122,889.9540433,7851.340369
443,235.3096861,386.2194853,621.2798168,1801.85994,119.7957786,563.2948221,3431.613829,834.0685277,7993.441886
444,347.6221442,203.0143987,345.65966,2292.762563,70.95064734,563.4232724,3602.162975,1003.776502,8429.372163
445,152.5537119,177.0185114,428.3356698,2936.590532,109.152099,1167.297969,1542.976044,666.7705128,7180.69505
446,184.3027866,217.1716831,401.5572699,2888.27694,147.735071,949.962915,3326.084292,840.9624697,8956.053427
447,169.7889055,339.0140953,551.0729698,2057.181212,83.53872972,679.6659825,2750.200933,878.8396259,7509.302454
448,254.6294767,296.2211464,387.4270277,1810.032895,81.32487799,565.0414984,1730.019081,862.2127084,5986.908712
449,240.1357865,186.1612002,423.9529334,2138.699938,74.22169919,918.7901884,2489.555136,1354.469481,7825.986363
450,197.300077,288.9473364,704.2151276,2018.064674,88.74526932,1192.046248,4309.149411,1140.938509,9939.406652
451,209.0411088,318.4991338,462.4516731,1867.136192,66.95513694,896.4415271,2218.665923,885.6940769,6924.884772
452,357.9786234,311.9052938,453.481593,2082.047709,178.2944899,283.406167,2105.787413,842.8736833,6615.774972
453,243.9461721,262.7956707,512.5378045,2211.125829,124.0128718,864.9991425,3156.756922,1227.183935,8603.358348
454,225.996776,160.8558236,373.7736766,2624.230708,87.13882547,768.307457,1959.666255,746.7522565,6946.721778
455,279.2568205,181.565929,360.1042166,2213.148697,131.2397432,879.5592972,2926.760101,1062.013039,8033.647844
456,584.2852131,275.4976152,351.020805,2420.12605,113.6430547,464.5611462,2797.524519,797.1857586,7803.844162
457,208.0161206,276.4241043,396.0872568,2784.866171,78.06431319,1099.46516,731.2624695,576.2339202,6150.419516
458,254.4432064,294.2924846,614.6681285,1969.427666,111.0455098,622.2997562,1687.194368,650.5999235,6203.971043
459,301.1797727,409.3247386,337.5912909,2038.454253,156.9463078,982.7632293,3427.380016,1097.204235,8750.843843
460,181.9013275,195.6726984,746.5423047,2988.49278,103.4155338,1014.3858,2281.50037,881.2765165,8393.187331
461,212.9550178,220.8110469,464.9785444,2106.858195,122.7363876,861.6635793,2873.697833,1140.716389,8004.416993
462,467.3705243,247.460857,700.7212279,2272.51992,58.01118633,772.4208544,2504.771792,1005.707772,8028.984134
463,199.4869806,177.9983283,396.7463531,2871.173149,94.74461141,1753.760468,1413.170622,610.3491864,7517.429699
464,206.9161781,298.591015,454.3956592,4002.775344,109.3164389,781.4306545,2371.345109,637.9302939,8862.700693
465,186.1026888,203.5157822,597.9723649,2150.407963,143.95724,814.0186466,4604.655472,1238.928813,9939.558971
466,329.518551,257.8797858,857.969618,2348.669923,91.05403192,707.0307805,2523.235449,1078.29236,8193.650499
467,550.5277527,277.2545119,410.4990581,1785.913869,109.0879292,922.6418047,1772.858356,724.826372,6553.609654
468,264.6877767,229.5390905,359.8829761,1876.801379,106.1950972,873.2144886,2043.603298,732.3241918,6486.248298
469,220.986107,285.3509251,488.0389304,2425.002171,89.86594184,615.7544211,2453.291361,943.1414807,7521.431338
470,286.7726279,227.2196525,425.1953288,2714.290115,64.73916866,842.4530972,2766.753155,995.9607158,8323.383861
471,240.3766487,295.4535564,478.6626603,2231.396698,65.31948815,1508.874286,2044.401613,701.1482746,7565.633225
472,342.6391707,381.6996468,424.0208657,2463.986855,45.138584,666.9308913,1749.057573,723.9685607,6797.442147
473,177.3671938,210.2108161,502.8336734,3282.16908,32.52040041,1213.907266,1475.892991,617.795498,7512.696919
474,316.6069756,248.7280234,482.9729949,3172.319411,88.20632497,761.6068407,3215.997294,1027.043559,9313.481424
475,254.697503,282.0618272,441.7123928,2502.773557,121.1482523,933.0507033,3694.434073,910.8520391,9140.730348
476,244.32142,430.9405459,384.7972019,1777.804794,195.3126961,153.3461127,1493.57417,643.9851919,5324.082133
477,234.9563996,269.8923183,550.5388771,2487.441933,135.0673615,692.2755784,1863.928,547.9062024,6782.00667
478,206.3345119,251.9658721,398.4805191,2403.291813,83.24428927,1369.724246,1656.454581,666.2548737,7035.750706
479,226.0736109,264.4854368,379.2905789,2587.150327,100.1069775,785.4426181,3560.891149,1037.964727,8941.405425
480,369.3804308,239.6744973,665.9793524,2743.473595,96.01345394,830.6950607,2805.185528,896.7143751,8647.116293
481,318.4382613,230.5233072,635.7942978,2232.213703,109.4943281,988.0145483,855.8409703,1061.033586,6431.353002
482,414.3190702,1272.659461,434.1684828,2230.985967,98.28649606,1280.593108,1801.531171,873.559391,8406.103147
483,454.0364422,245.2149145,618.9089184,2407.859158,89.96400411,740.6805803,2715.437116,1199.400397,8471.501531
484,320.4424728,330.7000212,498.0859172,2735.669061,125.1111042,985.7480092,2129.813961,668.9548448,7794.525391
485,334.7324297,301.4808327,831.6370946,2010.188226,73.23061665,961.606528,2324.976763,1333.525487,8171.377978
486,148.7122068,429.9007167,449.6478969,2215.041599,101.6851988,939.5391881,2258.288055,803.1341608,7345.949022
487,310.4191219,232.7704772,371.5613666,2910.700161,103.1450129,742.2693793,2639.61779,1045.248289,8355.731598
488,228.7190866,323.9203059,499.7421157,1981.949324,139.9729084,948.8428007,1263.139391,712.5355208,6098.821453
489,219.6407943,217.4259489,575.2214084,2094.384051,83.51523056,566.6826786,3233.049904,922.5614227,7912.481438
490,191.0103479,376.6835512,341.2906799,1656.599881,142.8046819,806.4139117,2351.294832,765.0277206,6631.125606
491,297.3136801,364.9773605,852.5003785,1868.928106,131.6363234,1282.457276,1670.29402,837.1099631,7305.217108
492,320.1224135,227.1476991,534.5354579,3721.961606,112.9813043,1274.093598,2767.628597,793.4688166,9751.939492
493,237.6261108,293.3760687,917.0220153,2801.277254,104.1621272,488.4529345,3547.709262,1104.637603,9494.263376
494,259.3176231,235.0521204,360.1130692,1676.98551,81.24311096,923.2492816,1830.053366,760.8530682,6126.867149
495,253.1860934,261.5470434,501.1894176,1759.246027,124.0685866,798.746381,3132.055317,876.2480289,7706.286895
496,297.6873125,247.1544327,858.0187718,2623.287826,150.998244,1028.079877,3005.587404,1041.814689,9252.628557
497,343.3980517,306.5410639,442.7904098,2063.258476,155.4492875,577.5588458,3550.729895,1163.175157,8602.901187
498,245.9821851,248.4119848,521.8162381,2748.192527,106.9397568,1204.432064,2956.469402,794.3728391,8826.616997
499,174.8060585,187.133611,466.8343808,2281.317178,91.95310834,1070.711014,2617.163936,1005.275317,7895.194604
500,172.3854273,169.6977844,363.30883,2371.622669,166.6725256,1264.378741,2583.961605,806.4830844,7898.510667
501,189.7527911,213.343959,505.9042025,2696.774486,96.75540198,725.7621082,3055.967949,1074.529079,8558.789977
502,206.0868152,295.7436755,447.755023,2729.584328,116.6724115,895.3885545,3673.005131,1071.69356,9435.929499
503,224.9982118,225.8379096,417.368814,2256.776089,96.17392075,716.3550411,1539.975566,736.0493924,6213.534945
504,211.3601694,321.8878452,461.7858668,2520.351035,114.4663533,1338.112485,2382.358958,1305.06728,8655.389993
505,268.7259114,245.8051824,568.9188317,1776.651695,85.7703058,735.3847421,2481.215737,715.2069931,6877.679399
506,215.5287653,643.8808854,510.5601215,2643.990198,114.6597345,880.3526087,2039.359453,873.1517598,7921.483526
507,205.2458586,158.575823,453.009861,2112.773779,100.3460547,697.171758,2608.670776,949.8417238,7285.635634
508,260.3101575,220.2730229,390.2980929,2448.392661,89.13122263,722.1894493,3425.512155,997.4682827,8553.575044
509,194.934088,213.833038,527.6743004,1942.79201,74.90196152,1118.114557,4347.122315,1298.922884,9718.295154
510,228.4234645,411.4389873,476.4932464,2755.372858,54.42731902,1523.347575,2130.378373,601.3858413,8181.267665
511,215.9466901,223.5104548,335.1921917,3019.722708,76.5826736,607.1291232,2137.09098,853.4857133,7468.660535
512,723.2311072,238.9130889,415.3187875,1947.07519,88.41004165,948.7604857,4214.612654,1156.312606,9732.633961
513,207.9393887,313.2499511,485.2783426,1712.622555,88.13590212,787.2673412,2600.507312,761.4753315,6956.476124
514,204.8971593,192.8427799,492.6108619,2152.459748,202.8980055,1033.645301,1930.829461,619.1081582,6829.291475
515,253.7726628,185.9103802,358.913994,2658.47511,125.9903389,1203.550626,2489.383428,913.720078,8189.716618
516,272.1457904,295.1091568,479.5645946,3409.596621,63.71571929,780.1574092,3626.915022,702.0330966,9629.23741
517,199.4013605,277.9496381,561.3151273,2533.19374,105.8947451,648.0285061,1870.586438,745.988276,6942.357831
518,135.899137,271.9754334,540.6730956,1536.587412,128.366667,1078.463461,2851.135821,1052.073604,7595.174631
519,232.7287809,376.5452625,420.4504096,2075.200846,83.38346426,1087.025424,2115.117203,765.7559845,7156.207375
520,492.6578945,320.3568049,536.356237,2003.667361,56.23467524,1138.160225,3787.602685,997.4944661,9332.530349
521,349.1726479,217.1965499,354.5370445,2415.97406,126.1427536,1750.127694,5247.591181,1259.305736,11720.04767
522,402.3479033,217.7878497,484.0918228,2144.129114,90.85709822,633.2258316,2026.395555,778.1954813,6777.030656
523,207.8990641,399.0215899,345.946063,2511.850417,167.6301714,720.0112857,1073.469297,609.4930905,6035.320979
524,188.8728388,400.6658707,391.6068748,3944.783434,43.16417038,640.3744672,2594.36761,734.6766746,8938.51194
525,156.3715275,378.5203285,388.687723,2469.511598,121.8454284,1516.091297,2991.1554,878.507308,8900.69061
526,249.143925,322.5332511,478.5747059,2157.164721,84.58841325,1060.138063,2948.633825,894.7467927,8195.523697
527,290.0341222,190.8096002,539.0166509,1614.230075,74.05416917,994.4930836,2098.781949,891.7764159,6693.196066
528,255.0455484,388.8738795,384.8990249,2413.677604,75.93650215,1394.816911,1647.788115,545.7150529,7106.752638
529,227.5233234,271.4806358,966.4308077,2381.166196,150.4318477,1139.922821,3674.941956,964.7849241,9776.682512
530,193.3535165,350.5076756,378.0280481,2478.89649,113.7800673,899.194817,2092.652319,873.7384175,7380.151351
531,285.1272533,278.9057887,491.1983273,2353.752643,92.70076169,890.7092294,2759.650782,592.4795198,7744.524305
532,356.9642371,357.0920126,387.8318942,2184.533,109.1434053,791.0874203,1646.84202,594.8006342,6428.294624
533,334.8682457,214.7240815,364.4377055,3888.38379,88.03469071,1298.903924,2420.477293,1377.55114,9987.38087
534,258.4366765,215.6194934,420.1756628,1512.823374,71.88402461,782.7185169,2747.984933,835.9260624,6845.568744
535,218.5843308,197.9114706,391.2774191,2311.615341,130.7756303,1140.805606,2738.209671,791.0190567,7920.198526
536,342.2910762,214.9486204,618.9530139,4087.384378,235.9888018,1075.995164,4249.565688,1158.406354,11983.5331
537,239.0296577,449.8251237,705.044373,1503.699813,112.9609771,788.0371724,2886.924316,864.1132446,7549.634678
538,189.8340074,300.6999917,614.6423646,2001.924284,79.68277692,606.4044683,1275.91566,672.6639967,5741.76755
539,217.4222329,356.300218,357.1858494,2422.352288,41.36210218,767.8761698,2880.091256,1059.952291,8102.542407
540,171.9208776,239.7635626,421.677776,2333.591589,73.40189065,807.9558257,3087.610098,1188.710297,8324.631917
541,236.3977821,204.9534854,416.4050915,5427.193002,179.5082157,1153.186224,1608.049256,516.1092396,9741.802296
542,269.9483222,310.3527659,456.1466855,1444.422009,123.5034576,547.7911719,2397.020424,972.381496,6521.566332
543,261.3705682,190.0281058,389.7303451,3199.213145,66.60068834,940.5779213,1986.717553,825.3278031,7859.56613
544,227.6935257,184.1328092,483.560614,1974.892181,75.82435241,595.6021287,2250.005919,687.2232064,6478.934736
545,182.3209417,234.1061513,453.8234606,3352.388307,86.97871435,893.3967165,1595.503331,739.3034039,7537.821026
546,466.5519487,409.1228495,517.6606037,3940.04616,85.41373991,1260.792974,2634.634666,759.4010581,10073.624
547,275.8230379,237.7141461,371.6687971,2273.080119,104.6164436,833.1876118,2211.084371,831.7904523,7138.964979
548,224.9482628,226.0130461,531.197822,3433.943094,110.4937054,731.0251361,3342.510789,1013.054611,9613.186466
549,229.2754913,248.2292425,1178.586208,2574.458482,63.62762803,643.4918214,1494.597023,819.6741494,7251.940046
550,272.5711741,278.3222995,600.6443347,2875.079256,90.45126773,1369.253758,2939.60412,752.8812001,9178.80741
551,494.3433771,193.0589078,476.5327011,9213.934019,92.02678098,720.8353196,3769.238242,1210.181877,16170.15122
552,149.1110848,277.4934502,339.5490374,3575.614051,105.3525233,1432.469705,2798.108839,1493.75799,10171.45668
553,213.7675179,292.6591516,610.9185631,3116.889253,54.99762927,784.5990417,2010.931385,811.0198207,7895.782362
554,290.1740454,544.0546813,382.5974928,2843.653338,144.6447327,1273.688116,1672.252494,697.6730209,7848.737921
555,259.1349782,235.7072928,425.9237937,2961.606231,94.04585442,1718.173299,2091.218367,738.107321,8523.917137
556,237.0810727,261.7834022,696.4667177,3652.28799,87.56824507,827.7850604,2605.325688,789.5011419,9157.799318
557,412.9311968,274.7291421,330.587795,3123.073237,87.24036104,1605.55402,5882.985191,2433.50759,14150.60853
558,365.9265209,108.7974754,442.0841843,3289.349267,90.98366347,975.7195694,1810.226875,822.6305271,7905.718083
559,416.6084203,382.0246935,371.2774785,2621.270189,82.95378275,1043.052537,3962.598926,916.5847927,9796.37082
560,435.8979889,194.4413305,446.3965424,2513.88777,154.7800863,931.8244121,1722.108558,852.594779,7251.931467
561,118.2272119,280.6585359,497.8275265,2651.788725,94.51180822,1496.648631,2678.910338,836.8782111,8655.450988
562,207.8809602,241.2665674,465.3627905,2568.373377,122.5167541,775.8781871,1794.919129,673.7990991,6849.996864
563,202.9976403,343.5139897,404.4144364,2179.514846,102.933486,1535.122612,3010.984024,1184.408371,8963.889405
564,262.8259712,254.1684359,435.4082998,2272.301635,112.8872182,1106.265377,2574.364119,603.9042258,7622.125282
565,223.793663,202.2809175,437.25142,2449.087155,88.01889007,933.0688163,2530.773953,799.5403357,7663.815151
566,258.6400429,380.2879862,463.4415113,2155.406258,127.6410331,1033.375028,1572.80259,570.0266249,6561.621074
567,326.2782258,268.5820035,628.1138694,1957.419936,74.24125451,1259.977668,3182.806182,923.0585139,8620.477653
568,275.1565492,282.1095818,336.7401373,2262.204585,117.8740295,651.9816565,3427.883758,1238.899433,8592.84973
569,275.1539382,229.6754069,397.9746257,2424.751859,110.9164868,1072.245255,1453.077166,997.4522156,6961.246953
570,230.0644074,348.2153185,469.8933311,4565.473616,72.88844246,817.9551642,1692.466347,902.2611882,9099.217815
571,302.6395742,265.0181989,423.5582577,3416.010402,331.0289509,1039.692694,4687.771932,1205.42494,11671.14495
572,208.5625879,295.0133418,513.2841318,2346.89276,97.28992041,901.4585029,2023.612829,694.5394028,7080.653477
573,268.3481436,360.3235197,516.1622485,2521.827176,99.52701564,1181.207237,2474.802133,837.3409291,8259.538403
574,259.6837161,243.5990992,551.9597903,2621.397937,101.2785409,538.4538255,3831.552738,1278.122198,9426.047845
575,237.291223,416.8978079,456.8847398,2929.053418,118.4109895,1244.4764,3639.889254,1214.955527,10257.85936
576,181.8517077,617.7427427,486.2519535,2084.578704,68.70102181,693.9093326,2068.135477,811.343556,7012.514495
577,303.3887955,255.9481379,329.9049996,2367.212794,119.0086125,801.9229663,2183.615662,923.5245291,7284.526497
578,178.1008555,278.0828056,732.3735798,2737.934359,86.03762374,972.77891,2258.798937,743.7804818,7987.887552
579,202.4546468,274.637466,444.0619583,2132.560111,73.37206417,843.0960356,3114.51407,981.0936751,8065.790027
580,222.7652267,278.7272874,363.6438721,9920.864579,110.4530914,764.2374894,3651.469926,1081.300272,16393.46174
581,270.8609054,227.9515975,478.2300033,1810.840055,92.12827707,741.645224,2419.123238,977.2508311,7018.030131
582,347.6485919,152.8368926,664.9572228,4043.781891,101.1466011,1047.340257,1670.742638,508.1986562,8536.652751
583,245.6868883,319.2657905,919.917402,2720.25217,118.7793229,874.386313,2339.504766,808.4052638,8346.197917
584,294.890243,297.321099,429.6410342,1486.862427,79.74674438,737.3905024,3095.589006,1225.273084,7646.71414
585,202.4933271,228.8622227,608.7490113,3790.285243,89.72105612,1151.255774,1726.093626,634.5258221,8431.986082
586,329.5488831,355.4362999,570.3119316,2094.72633,178.7374987,1380.562335,2028.998193,605.1153993,7543.436871
587,250.2401117,357.7890734,403.2578418,2698.477515,196.850277,833.6580458,1636.691199,610.8443099,6987.808374
588,268.7045889,205.8333909,595.7617259,2207.068764,66.10122286,1129.398243,3016.641818,901.5298912,8391.039645
589,269.8298411,167.857489,539.6675072,1966.599016,72.99926785,689.2242364,4411.335204,1252.813656,9370.326218
590,263.9466445,216.4787872,729.7946879,2188.039087,85.17703959,776.2992826,1820.395187,764.6045619,6844.735278
591,218.3085077,213.6184917,346.5874136,3678.330672,93.93027119,589.6177429,2183.953454,911.9827569,8236.32931
592,182.4274006,241.4870307,439.0536919,1986.698115,180.9453438,357.2677945,1973.061001,673.8759324,6034.81631
593,659.80449,214.4852009,453.9870162,1855.959346,123.544153,977.2962668,4898.878338,1114.414544,10298.36935
594,443.611094,246.5106003,592.1308798,2015.242778,88.92193059,1053.429214,2280.980854,712.545462,7433.372813
595,169.215971,151.674678,574.5906658,1914.171366,58.6098805,1531.725378,2265.625307,656.7986146,7322.411861
596,225.0166356,286.7253461,443.6602344,3222.554954,55.98475025,1599.854027,2452.763258,842.8092295,9129.368435
597,332.8831733,374.3460015,556.599158,2184.302373,133.9737055,891.1688973,2726.475929,976.9578461,8176.707084
598,335.3688631,237.3732247,505.9146531,1919.86937,63.23348254,582.1048022,2341.395811,811.2984579,6796.558665
599,197.0983333,263.2815076,499.4315763,3295.538321,78.64183384,957.070086,2115.269845,804.845982,8211.177485
600,280.7103794,370.0754064,338.3599044,2847.456076,99.35761415,499.10062,2718.178975,850.0638673,8003.302843
601,236.4241051,313.6892038,564.245666,1933.822723,136.797247,796.7000534,1846.131889,651.9132229,6479.72411
602,314.6013524,226.7475601,736.1643845,1939.954714,136.8490657,789.1461746,1654.534966,591.9186329,6389.91685
603,289.8403269,235.1853171,513.0633502,2559.796106,64.72088254,1269.542859,2555.133079,786.3223138,8273.604235
604,400.3610572,282.0569457,883.3933487,2515.205911,117.7157666,560.8935526,1635.24467,733.4198215,7128.291073
605,254.8849209,304.0038284,510.2234215,2356.146295,78.04066251,707.5628058,1724.396637,645.1253239,6580.383895
606,187.9569729,366.1854044,560.7442833,2385.290379,106.5606417,806.1311944,2067.368922,685.7947842,7166.032582
607,385.8906309,292.2394101,476.8291145,2028.053358,90.50770373,1081.574128,2281.54159,813.9282463,7450.564182
608,438.4461508,221.7407406,432.0725478,2056.938127,79.12958502,903.1670997,1995.529414,707.8246562,6834.848321
609,289.7783211,194.4260087,337.6773548,2626.593193,69.11084989,987.3028961,2185.191204,612.9166287,7302.996456
610,219.1623259,300.6052275,410.3026258,2621.267273,104.3513947,695.2687953,2572.437348,974.9990994,7898.39409
611,187.4300728,196.9957597,444.5616631,1356.088635,123.9455983,687.6776544,1932.744052,644.145559,5573.588994
612,178.0851154,267.1657135,500.5503191,2026.194728,101.9278893,588.0674064,1710.377039,711.2230098,6083.591221
613,161.8220583,284.285401,500.1341444,3415.94437,133.8003729,1097.028861,6365.361698,2185.632578,14144.00948
614,154.0160106,341.5157619,389.8064579,1839.304807,161.9012901,932.8144772,3405.621535,944.9689166,8169.949256
615,222.7031607,306.585806,288.8737398,3082.12383,100.5290221,821.4002875,1486.286028,747.9276829,7056.429557
616,275.6629496,510.6307758,477.6616342,1684.299771,195.3623394,869.054337,2062.775295,734.2738099,6809.720912
617,254.45705,242.6632728,371.1732199,2881.006671,155.0401024,490.1673796,1883.23925,801.2712337,7079.018179
618,230.2639558,183.6728279,538.3335891,2359.230735,66.48723351,2253.525153,2184.545929,698.0244825,8514.083906
619,372.559136,153.2873541,533.1793124,1946.142406,59.14327068,631.1143514,2131.640676,597.2025189,6424.269025
620,187.5247964,225.3857138,408.8889898,1744.044482,147.3477345,707.922961,1475.024135,675.8753045,5572.014117
621,183.0244876,324.4742265,441.3682964,2018.777573,123.1306282,895.6770318,2166.571234,750.2351657,6903.258643
622,328.6555821,202.370202,526.0160178,1613.089446,110.0568824,772.14206,2877.867897,1052.631775,7482.829862
623,137.421714,237.6886344,391.8251331,2543.753648,92.70016567,709.1862323,2686.516558,829.0943057,7628.186391
624,298.3145558,271.6028758,482.8075247,1991.468801,99.13015001,603.4231564,1962.302279,754.5343133,6463.583656
625,149.2050655,231.0279179,373.5070823,2866.976886,98.97602202,1602.363706,2399.383895,656.8643781,8378.304953
626,315.2198298,203.0890326,772.6973956,1863.923447,89.20428126,682.5605309,2919.786565,1110.930643,7957.411725
627,297.803968,319.3298208,417.1761023,2847.134941,86.822648,1167.69268,1553.969852,596.7861864,7286.716199
628,275.0019196,281.3931238,394.8114805,3102.243773,119.8791894,1877.80017,1418.120516,708.0632053,8177.313378
629,256.0040961,184.3727466,324.3251982,5447.881427,84.25178652,783.7670851,2122.049851,571.7072041,9774.359395
630,295.4880443,191.9585253,540.3533346,2025.146681,101.7133126,868.8793414,3525.425067,798.6409638,8347.60527
631,555.2409934,333.3983819,1125.771992,2859.081698,82.87846412,806.54364,2065.817594,977.8927324,8806.625496
632,143.6215176,307.2153758,470.9801425,2272.761194,167.443571,656.6760538,3943.774719,854.6335493,8817.106123
633,258.5453354,225.872611,326.1768316,2300.845652,93.1958138,642.0862712,2526.190959,834.5949724,7207.508446
634,309.9499439,340.60052,405.7184156,1820.077255,132.2939496,631.6709304,4148.334028,1246.490171,9035.135214
635,250.1893965,351.9927397,471.2709951,2566.359836,80.30665513,849.7654766,3770.419537,1303.913342,9644.217978
636,414.1793022,343.284628,323.2096234,2460.935305,104.9547277,1775.904911,2206.516831,844.8013002,8473.786629
637,182.6092141,177.0677467,463.5576058,2560.368361,216.493596,816.8140444,4711.211031,1184.523335,10312.64493
638,279.3276606,441.2159724,527.4970116,2764.838934,77.31305963,554.1958467,2937.817028,958.9313955,8541.136908
639,287.5406329,302.72138,684.767396,1848.923871,124.7135031,1287.008469,1951.19255,737.2811195,7224.148922
640,274.0934538,199.1959895,446.0577846,1759.381815,99.93880124,948.6795288,2338.870182,721.824886,6788.042441
641,186.0157956,235.282861,569.0125474,2372.299848,171.3778702,1312.297029,2631.112065,724.9659468,8202.363963
642,201.54341,271.0282724,533.3739197,2061.44459,87.44056639,928.2014945,3195.272236,989.7711551,8268.075644
643,196.4500521,214.2028306,450.5750934,2150.187839,164.8899656,819.5093774,3448.88912,1048.788903,8493.493181
644,372.1567247,239.5732333,404.2580146,2590.970069,113.7385743,1130.343321,4046.798435,942.3222341,9840.160606
645,204.9161798,347.5030915,322.4112175,2238.743663,83.08172462,795.218932,1775.222751,904.6825154,6671.780075
646,145.6687779,323.5820502,415.3852482,2320.438587,103.1840037,697.5643846,2143.307337,807.270389,6956.400778
647,229.6699561,228.6273451,412.3712294,2257.221811,74.13225989,576.0831294,2084.703562,765.2964006,6628.105693
648,192.9171045,188.4544677,728.6531942,2084.819804,118.2230366,818.2751355,1909.965548,459.810299,6501.11859
649,203.9314479,220.6027803,326.8549968,2936.357763,108.5001569,715.4062946,2101.430734,599.8966391,7212.980813
650,169.4362538,274.3176944,527.6175549,2016.926161,109.9786261,1316.146845,2659.504723,700.9141666,7774.842025
651,360.9324026,402.2471264,465.4385153,2395.90019,115.8714322,796.6412434,1992.721814,803.6413258,7333.39405
652,347.7634758,331.5523808,582.0624739,2063.584283,75.69756485,1402.692125,2872.630171,1141.278115,8817.260589
653,168.4819581,257.5521398,396.1142726,2662.585364,114.5794332,804.1857289,3584.208195,901.107417,8888.814509
654,180.5277253,245.9176245,352.4815204,2365.452028,85.4138505,1252.244946,2431.831804,908.763666,7822.633165
655,237.9890821,233.2849393,495.6146067,2563.407064,138.1966943,1425.74602,1532.460348,845.7755641,7472.474319
656,200.7913823,262.8974345,428.3859477,1858.354682,90.61693453,848.536583,2318.913498,721.5167279,6730.01319
657,156.7667639,248.3068018,1109.300005,1686.367243,166.1750191,693.401624,3024.974782,1056.250963,8141.543202
658,258.3711391,246.8535461,409.7921967,2043.986181,136.419894,752.2221175,1782.091961,598.788957,6228.525992
659,167.3409269,206.0580402,541.146711,2525.288061,62.95399339,1085.606749,3063.555062,1041.391956,8693.341499
660,214.5343786,490.751668,570.0349845,3130.363514,88.20458148,1349.520412,1533.008483,911.4278948,8287.845916
661,247.5823928,200.3058518,372.8066373,1970.140161,102.8091247,532.3976587,2965.987455,831.7779746,7223.807256
